Seconds Time Day T0_Nipple_close_to_WaCu T1_WaCu_piece T2_Nipple_far_from_WaCu T3_Flat_slower_end T4_Fat_slower T5_Chamber_by_the_tube T6_Viewport_computer T7_Viewport_door T8_NU T9_NU T10_NU T11_NU T12_Viewport_door T13_Viewport_door T14_Viewport_door T15_Viewport_door T16_Viewport_door T17_Viewport_door T18_Viewport_door T19_Viewport_door T20_Viewport_door T21_Viewport_door T22_Viewport_door T23_Viewport_door S0_Nipple_close_to_WaCu S1_WaCu_piece S2_Nipple_far_from_WaCu S3_Flat_slower_end S4_Fat_slower S5_Chamber_by_the_tube S6_Viewport_computer S7_Viewport_door S8_NU S9_NU S10_NU S11_NU S12_Viewport_door S13_Viewport_door S14_Viewport_door S15_Viewport_door S16_Viewport_door S17_Viewport_door S18_Viewport_door S19_Viewport_door S20_Viewport_door S21_Viewport_door S22_Viewport_door S23_Viewport_door O0_Nipple_close_to_WaCu O1_WaCu_piece O2_Nipple_far_from_WaCu O3_Flat_slower_end O4_Fat_slower O5_Chamber_by_the_tube O6_Viewport_computer O7_Viewport_door O8_NU O9_NU O10_NU O11_NU O12_Viewport_door O13_Viewport_door O14_Viewport_door O15_Viewport_door O16_Viewport_door O17_Viewport_door O18_Viewport_door O19_Viewport_door O20_Viewport_door O21_Viewport_door O22_Viewport_door O23_Viewport_door 
7031 22:19:24 22Jun2016 24 23 23 23 22 23 22 25 21 25 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7036 22:19:29 22Jun2016 23 24 23 23 21 23 22 25 21 26 22 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7041 22:19:34 22Jun2016 24 23 23 23 22 23 22 25 21 25 22 23 22 21 22 20 22 22 21 21 21 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7046 22:19:39 22Jun2016 23 24 23 23 21 23 22 25 21 25 23 23 22 21 22 20 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7051 22:19:44 22Jun2016 24 23 23 23 21 23 22 25 21 26 22 23 22 21 22 20 22 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7056 22:19:49 22Jun2016 23 24 22 23 21 23 21 25 21 26 23 22 22 21 22 20 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7061 22:19:54 22Jun2016 23 24 23 23 21 23 21 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7066 22:19:59 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 21 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7071 22:20:4 22Jun2016 24 23 23 23 21 23 22 25 21 25 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7076 22:20:9 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 22 22 21 22 20 21 22 21 21 22 22 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7081 22:20:14 22Jun2016 24 24 22 23 21 23 21 25 21 26 22 22 22 21 22 21 21 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7086 22:20:19 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 22 22 22 21 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7091 22:20:24 22Jun2016 23 24 23 23 21 23 22 25 21 25 22 22 21 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7096 22:20:29 22Jun2016 24 24 22 23 21 23 22 25 21 25 23 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7101 22:20:34 22Jun2016 24 24 23 23 22 23 22 25 21 25 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7106 22:20:39 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 22 22 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7111 22:20:44 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 22 22 21 22 20 22 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7116 22:20:49 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7122 22:20:55 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7126 22:20:59 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 22 22 21 22 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7131 22:21:4 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 21 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7136 22:21:9 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 21 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7141 22:21:14 22Jun2016 23 24 22 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7146 22:21:19 22Jun2016 23 23 23 23 22 23 22 25 21 25 23 22 22 22 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7151 22:21:24 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7156 22:21:29 22Jun2016 24 23 23 22 21 23 22 25 21 26 22 22 22 22 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7161 22:21:34 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 22 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7166 22:21:39 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7171 22:21:44 22Jun2016 23 24 23 23 22 23 22 25 21 25 23 23 22 21 22 20 21 22 21 22 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7176 22:21:49 22Jun2016 24 23 23 23 22 23 22 25 21 25 22 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7181 22:21:54 22Jun2016 23 24 23 23 21 23 21 25 21 26 22 23 22 22 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7186 22:21:59 22Jun2016 24 24 22 22 22 23 21 25 21 25 22 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7191 22:22:4 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7196 22:22:9 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7201 22:22:14 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7206 22:22:19 22Jun2016 24 24 23 23 21 23 22 25 21 25 23 23 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7211 22:22:24 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 22 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7216 22:22:29 22Jun2016 24 23 23 23 21 23 22 25 21 26 22 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7221 22:22:34 22Jun2016 24 24 23 23 22 23 22 25 21 25 23 23 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7226 22:22:39 22Jun2016 23 24 23 23 22 23 21 25 21 25 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7231 22:22:44 22Jun2016 24 24 23 22 21 23 21 25 21 26 22 23 21 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7236 22:22:49 22Jun2016 23 24 23 23 22 23 22 25 21 26 22 22 21 22 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7241 22:22:54 22Jun2016 23 23 23 23 22 23 22 25 21 26 22 22 21 21 22 20 22 21 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7246 22:22:59 22Jun2016 24 24 23 22 22 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7251 22:23:4 22Jun2016 23 24 23 22 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7256 22:23:9 22Jun2016 23 24 23 23 22 23 22 25 21 25 23 23 22 21 22 21 21 21 21 21 22 22 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7261 22:23:14 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7266 22:23:19 22Jun2016 24 23 23 23 21 23 22 25 21 25 23 23 22 21 22 20 21 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7271 22:23:24 22Jun2016 23 24 23 23 22 23 21 25 21 25 22 23 22 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7276 22:23:29 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7281 22:23:34 22Jun2016 23 23 23 23 22 23 22 25 21 26 23 22 22 22 22 20 22 22 20 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7286 22:23:39 22Jun2016 24 23 23 23 22 23 22 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7291 22:23:44 22Jun2016 23 24 23 23 21 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7296 22:23:49 22Jun2016 23 24 23 23 21 23 22 25 21 26 22 23 21 21 22 20 22 22 20 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7301 22:23:54 22Jun2016 23 24 23 23 22 23 22 25 21 26 22 23 22 21 22 21 21 22 20 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7306 22:23:59 22Jun2016 23 24 23 23 21 23 21 25 21 25 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7311 22:24:4 22Jun2016 24 23 23 22 21 23 22 25 21 26 23 22 22 21 22 21 22 22 20 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7316 22:24:9 22Jun2016 24 24 23 22 22 23 22 25 21 25 22 23 21 21 22 21 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7321 22:24:14 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 22 21 22 20 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7326 22:24:19 22Jun2016 23 23 23 23 21 23 21 25 21 26 23 22 22 21 22 20 21 23 21 21 22 22 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7331 22:24:24 22Jun2016 24 24 23 23 22 23 22 25 21 26 23 23 22 21 22 20 22 21 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7336 22:24:29 22Jun2016 24 24 23 23 21 23 22 25 21 25 22 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7341 22:24:34 22Jun2016 24 24 23 23 21 23 21 25 21 25 22 23 22 22 22 21 22 22 21 22 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7346 22:24:39 22Jun2016 24 24 22 23 21 23 21 25 21 26 23 23 22 21 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7351 22:24:44 22Jun2016 24 24 23 23 21 23 21 25 21 26 23 22 22 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7356 22:24:49 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 23 21 21 22 20 22 21 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7361 22:24:54 22Jun2016 24 24 23 23 22 23 22 25 21 25 23 23 22 22 22 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7366 22:24:59 22Jun2016 23 24 23 23 21 23 22 25 21 25 22 22 22 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7371 22:25:4 22Jun2016 23 24 23 22 21 23 22 25 21 26 23 22 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7376 22:25:9 22Jun2016 23 24 23 23 21 23 22 25 21 25 23 23 22 22 22 20 21 21 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7381 22:25:14 22Jun2016 23 24 23 23 21 23 22 25 21 26 23 23 22 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7386 22:25:19 22Jun2016 23 24 23 23 21 23 22 25 21 25 22 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7391 22:25:24 22Jun2016 24 24 23 23 21 23 22 25 21 26 22 22 21 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7396 22:25:29 22Jun2016 24 23 23 23 21 23 22 25 21 26 22 22 22 21 22 20 22 22 21 22 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7401 22:25:34 22Jun2016 24 24 23 23 21 23 21 25 21 25 23 23 22 21 22 21 22 22 21 21 21 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7406 22:25:39 22Jun2016 24 24 22 23 21 23 22 25 21 26 23 23 22 21 22 20 21 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7411 22:25:44 22Jun2016 23 24 23 23 22 23 22 25 21 26 23 23 22 22 21 21 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7416 22:25:49 22Jun2016 24 24 23 23 22 23 21 25 21 25 23 23 22 21 22 20 21 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7421 22:25:54 22Jun2016 24 24 23 23 21 23 22 25 21 26 23 22 22 22 22 20 22 22 21 21 21 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7426 22:25:59 22Jun2016 23 24 23 23 21 23 22 25 21 26 22 23 22 22 22 20 22 22 21 21 21 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7431 22:26:4 22Jun2016 24 24 23 23 22 23 22 25 21 26 22 23 22 21 22 21 22 22 21 21 22 23 21 21 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
7436 22:26:9 22Jun2016 24 24 23 23 22 23 22 25 21 26 22 23 22 21 22 20 22 22 21 21 22 23 21 22 23 24 23 23 22 23 22 25 21 26 23 22 21 20 21 19 21 21 19 21 21 22 21 20 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
