Seconds Time Day T0_13_M1-1Left_TC_tube_ T1_14_M1-2Ion_pump_2_fla T2_15_M1-3Ti-sub_2_vert_tu T3_16_M1-4Gate_valve_1_b T4_17_M1-5Cross_front_red T5_18_M1-6Cross_front_flan T6_19cM1-7Ion_pump_2_rig T7_20cM1-8Ti-sub_2_flange T8_21_M1-9Gate_valve_1_to T9_22cM1-10TC_right_flang T10_23_M1-11Wobble_stick_ T11_24cM1-12T_on_Ion_pum T12_1cM2-1Ion_pump_1_flan T13_2cM2-2TC_left_flange T14_3cM2-3Ion_pump_1_top T15_4_M2-4Angle_valve_1_fl T16_5cM2-5Oven_backwind T17_6_M2-6Oven_reservoir T18_7cM2-7Cross_back_flan T19_8cM2-8TC_top_flange_ T20_9cM2-9Ti-Sub_1_flange_ T21_10cM2-10Cross_btm_fla T22_11cM2-11Right_TC_T-ho T23_12cM2-12Right_TC_T-ve S0_13_M1-1Left_TC_tube_ S1_14_M1-2Ion_pump_2_fla S2_15_M1-3Ti-sub_2_vert_tu S3_16_M1-4Gate_valve_1_b S4_17_M1-5Cross_front_red S5_18_M1-6Cross_front_flan S6_19cM1-7Ion_pump_2_rig S7_20cM1-8Ti-sub_2_flange S8_21_M1-9Gate_valve_1_to S9_22cM1-10TC_right_flang S10_23_M1-11Wobble_stick_ S11_24cM1-12T_on_Ion_pum S12_1cM2-1Ion_pump_1_flan S13_2cM2-2TC_left_flange S14_3cM2-3Ion_pump_1_top S15_4_M2-4Angle_valve_1_fl S16_5cM2-5Oven_backwind S17_6_M2-6Oven_reservoir S18_7cM2-7Cross_back_flan S19_8cM2-8TC_top_flange_ S20_9cM2-9Ti-Sub_1_flange_ S21_10cM2-10Cross_btm_fla S22_11cM2-11Right_TC_T-ho S23_12cM2-12Right_TC_T-ve O0_13_M1-1Left_TC_tube_ O1_14_M1-2Ion_pump_2_fla O2_15_M1-3Ti-sub_2_vert_tu O3_16_M1-4Gate_valve_1_b O4_17_M1-5Cross_front_red O5_18_M1-6Cross_front_flan O6_19cM1-7Ion_pump_2_rig O7_20cM1-8Ti-sub_2_flange O8_21_M1-9Gate_valve_1_to O9_22cM1-10TC_right_flang O10_23_M1-11Wobble_stick_ O11_24cM1-12T_on_Ion_pum O12_1cM2-1Ion_pump_1_flan O13_2cM2-2TC_left_flange O14_3cM2-3Ion_pump_1_top O15_4_M2-4Angle_valve_1_fl O16_5cM2-5Oven_backwind O17_6_M2-6Oven_reservoir O18_7cM2-7Cross_back_flan O19_8cM2-8TC_top_flange_ O20_9cM2-9Ti-Sub_1_flange_ O21_10cM2-10Cross_btm_fla O22_11cM2-11Right_TC_T-ho O23_12cM2-12Right_TC_T-ve 
19124 5:18:45 24Jun2016 23 22 24 23 23 22 23 23 23 23 22 22 24 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19129 5:18:50 24Jun2016 23 22 23 24 23 22 23 23 23 22 23 22 23 23 23 22 23 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19134 5:18:55 24Jun2016 23 22 24 23 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 23 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19139 5:19:0 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 22 23 23 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19144 5:19:5 24Jun2016 24 22 23 23 23 22 24 23 23 23 22 22 24 23 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19149 5:19:10 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 22 24 23 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19154 5:19:15 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 21 23 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19159 5:19:20 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19164 5:19:25 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19169 5:19:30 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19174 5:19:35 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19179 5:19:40 24Jun2016 24 22 23 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 22 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19184 5:19:45 24Jun2016 23 22 24 23 23 22 23 23 23 23 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19189 5:19:50 24Jun2016 24 22 23 23 23 22 23 23 23 23 22 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19194 5:19:55 24Jun2016 23 22 24 23 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19199 5:20:0 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19204 5:20:5 24Jun2016 23 22 24 23 23 21 23 23 23 22 22 21 24 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19209 5:20:10 24Jun2016 23 22 23 23 23 22 23 23 23 23 23 21 23 22 22 22 22 23 23 23 22 23 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19214 5:20:15 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 21 24 22 23 22 22 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19219 5:20:20 24Jun2016 23 22 23 23 23 22 24 23 23 23 23 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19224 5:20:25 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 21 24 22 23 22 23 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19229 5:20:30 24Jun2016 24 22 23 23 23 22 24 23 23 23 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19234 5:20:35 24Jun2016 24 22 23 23 23 22 23 23 23 22 23 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19239 5:20:40 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19244 5:20:45 24Jun2016 24 22 24 23 23 22 23 23 23 23 23 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19249 5:20:50 24Jun2016 23 22 23 23 23 22 24 23 23 23 22 22 24 22 22 22 22 24 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19254 5:20:55 24Jun2016 24 22 24 23 23 22 24 23 23 23 22 21 23 22 23 22 22 24 23 23 22 22 24 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19259 5:21:0 24Jun2016 24 22 24 23 23 22 24 23 23 22 22 21 24 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19264 5:21:5 24Jun2016 23 22 23 23 23 21 23 23 23 23 22 21 23 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19269 5:21:10 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19274 5:21:15 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19279 5:21:20 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 23 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19284 5:21:25 24Jun2016 24 22 23 23 23 22 23 23 23 22 22 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19289 5:21:30 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19294 5:21:35 24Jun2016 23 22 23 23 23 22 23 23 23 23 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19299 5:21:40 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 22 24 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19304 5:21:45 24Jun2016 23 22 23 23 23 22 24 23 23 23 22 22 23 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19310 5:21:51 24Jun2016 23 22 24 23 23 22 23 23 23 22 23 22 23 22 22 22 22 23 23 23 23 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19315 5:21:56 24Jun2016 23 22 24 23 24 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19320 5:22:1 24Jun2016 24 22 24 23 23 22 23 23 23 22 23 21 23 22 22 22 22 23 23 24 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19325 5:22:6 24Jun2016 23 22 23 23 23 22 24 23 23 23 23 21 24 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19330 5:22:11 24Jun2016 24 22 23 23 23 22 24 23 23 23 22 22 23 23 23 22 22 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19335 5:22:16 24Jun2016 24 21 23 23 23 21 23 24 23 22 22 22 23 23 22 23 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19340 5:22:21 24Jun2016 23 22 23 23 23 22 24 23 23 23 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19345 5:22:26 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 21 23 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19350 5:22:31 24Jun2016 24 22 23 23 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19355 5:22:36 24Jun2016 23 22 23 23 23 21 23 23 23 23 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19360 5:22:41 24Jun2016 23 22 23 23 23 22 23 23 23 23 23 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19365 5:22:46 24Jun2016 23 22 24 23 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19370 5:22:51 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 22 24 23 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19375 5:22:56 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19380 5:23:1 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 23 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19385 5:23:6 24Jun2016 24 22 23 23 23 22 23 23 23 22 23 21 23 22 23 22 23 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19390 5:23:11 24Jun2016 23 22 23 23 23 21 23 24 23 23 23 21 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19395 5:23:16 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19400 5:23:21 24Jun2016 23 22 23 23 23 22 23 23 23 23 23 21 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19405 5:23:26 24Jun2016 23 22 24 24 23 22 23 23 23 23 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19410 5:23:31 24Jun2016 23 22 23 23 23 22 24 23 23 23 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19415 5:23:36 24Jun2016 24 22 23 23 23 22 23 23 23 21 22 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19420 5:23:41 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19425 5:23:46 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 24 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19430 5:23:51 24Jun2016 23 22 24 23 23 22 24 23 23 23 22 22 23 23 22 22 22 23 23 23 23 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19435 5:23:56 24Jun2016 23 22 23 23 23 22 23 23 23 23 23 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19440 5:24:1 24Jun2016 24 22 23 23 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19445 5:24:6 24Jun2016 24 22 23 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19450 5:24:11 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 21 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19455 5:24:16 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19460 5:24:21 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19465 5:24:26 24Jun2016 24 22 23 23 23 22 23 23 23 23 23 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19470 5:24:31 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 21 24 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19475 5:24:36 24Jun2016 23 22 23 23 23 22 24 23 23 23 22 21 24 23 23 22 23 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19480 5:24:41 24Jun2016 23 22 23 23 23 21 23 23 23 23 23 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19485 5:24:46 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 24 23 22 22 22 24 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19490 5:24:51 24Jun2016 23 22 23 23 23 22 23 24 23 22 23 22 24 23 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19495 5:24:56 24Jun2016 23 22 23 24 23 22 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19500 5:25:1 24Jun2016 23 22 23 23 23 21 24 23 23 22 22 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19505 5:25:6 24Jun2016 24 22 23 24 23 22 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
19510 5:25:11 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 24 23 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
