Seconds Time Day T0_13_M1-1Left_TC_tube_ T1_14_M1-2Ion_pump_2_fla T2_15_M1-3Ti-sub_2_vert_tu T3_16_M1-4Gate_valve_1_b T4_17_M1-5Cross_front_red T5_18_M1-6Cross_front_flan T6_19cM1-7Ion_pump_2_rig T7_20cM1-8Ti-sub_2_flange T8_21_M1-9Gate_valve_1_to T9_22cM1-10TC_right_flang T10_23_M1-11Wobble_stick_ T11_24cM1-12T_on_Ion_pum T12_1cM2-1Ion_pump_1_flan T13_2cM2-2TC_left_flange T14_3cM2-3Ion_pump_1_top T15_4_M2-4Angle_valve_1_fl T16_5cM2-5Oven_backwind T17_6_M2-6Oven_reservoir T18_7cM2-7Cross_back_flan T19_8cM2-8TC_top_flange_ T20_9cM2-9Ti-Sub_1_flange_ T21_10cM2-10Cross_btm_fla T22_11cM2-11Right_TC_T-ho T23_12cM2-12Right_TC_T-ve S0_13_M1-1Left_TC_tube_ S1_14_M1-2Ion_pump_2_fla S2_15_M1-3Ti-sub_2_vert_tu S3_16_M1-4Gate_valve_1_b S4_17_M1-5Cross_front_red S5_18_M1-6Cross_front_flan S6_19cM1-7Ion_pump_2_rig S7_20cM1-8Ti-sub_2_flange S8_21_M1-9Gate_valve_1_to S9_22cM1-10TC_right_flang S10_23_M1-11Wobble_stick_ S11_24cM1-12T_on_Ion_pum S12_1cM2-1Ion_pump_1_flan S13_2cM2-2TC_left_flange S14_3cM2-3Ion_pump_1_top S15_4_M2-4Angle_valve_1_fl S16_5cM2-5Oven_backwind S17_6_M2-6Oven_reservoir S18_7cM2-7Cross_back_flan S19_8cM2-8TC_top_flange_ S20_9cM2-9Ti-Sub_1_flange_ S21_10cM2-10Cross_btm_fla S22_11cM2-11Right_TC_T-ho S23_12cM2-12Right_TC_T-ve O0_13_M1-1Left_TC_tube_ O1_14_M1-2Ion_pump_2_fla O2_15_M1-3Ti-sub_2_vert_tu O3_16_M1-4Gate_valve_1_b O4_17_M1-5Cross_front_red O5_18_M1-6Cross_front_flan O6_19cM1-7Ion_pump_2_rig O7_20cM1-8Ti-sub_2_flange O8_21_M1-9Gate_valve_1_to O9_22cM1-10TC_right_flang O10_23_M1-11Wobble_stick_ O11_24cM1-12T_on_Ion_pum O12_1cM2-1Ion_pump_1_flan O13_2cM2-2TC_left_flange O14_3cM2-3Ion_pump_1_top O15_4_M2-4Angle_valve_1_fl O16_5cM2-5Oven_backwind O17_6_M2-6Oven_reservoir O18_7cM2-7Cross_back_flan O19_8cM2-8TC_top_flange_ O20_9cM2-9Ti-Sub_1_flange_ O21_10cM2-10Cross_btm_fla O22_11cM2-11Right_TC_T-ho O23_12cM2-12Right_TC_T-ve 
45810 12:43:31 24Jun2016 24 22 24 23 23 21 24 24 23 23 22 22 23 23 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45815 12:43:36 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45820 12:43:41 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 23 22 23 22 23 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45825 12:43:46 24Jun2016 24 22 24 23 23 22 24 23 23 22 22 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45830 12:43:51 24Jun2016 23 22 24 23 23 22 24 23 23 23 23 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45835 12:43:56 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45840 12:44:1 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 21 23 22 23 22 23 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45845 12:44:6 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 21 24 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45850 12:44:11 24Jun2016 24 22 24 23 23 21 23 23 23 22 22 22 24 22 23 22 23 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45855 12:44:16 24Jun2016 23 21 23 23 23 22 23 23 23 22 22 21 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45860 12:44:21 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45865 12:44:26 24Jun2016 23 22 23 23 23 22 24 23 23 23 22 22 23 22 22 22 22 23 23 23 23 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45870 12:44:31 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45875 12:44:36 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45880 12:44:41 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45885 12:44:46 24Jun2016 23 22 23 23 23 21 23 23 23 22 23 21 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45890 12:44:51 24Jun2016 23 22 23 24 23 22 23 23 23 22 22 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45895 12:44:56 24Jun2016 23 22 23 23 23 21 24 23 23 22 22 22 23 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45900 12:45:1 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45905 12:45:6 24Jun2016 23 22 24 23 23 22 23 23 23 23 23 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45910 12:45:11 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 21 23 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45915 12:45:16 24Jun2016 23 22 23 23 23 21 24 23 23 22 22 22 23 23 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45920 12:45:21 24Jun2016 23 22 23 23 23 21 23 23 23 23 22 22 23 22 22 22 23 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45925 12:45:26 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45930 12:45:31 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 21 24 22 23 22 22 24 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45935 12:45:36 24Jun2016 23 22 24 23 23 22 24 23 23 22 22 22 23 22 22 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45940 12:45:41 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45945 12:45:46 24Jun2016 23 22 23 23 23 21 23 23 23 22 23 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45950 12:45:51 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 21 24 22 23 22 22 23 23 23 22 21 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45955 12:45:56 24Jun2016 23 22 23 23 23 22 23 22 23 23 22 22 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45960 12:46:1 24Jun2016 23 22 23 23 23 21 24 23 23 23 22 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45965 12:46:6 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 23 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45970 12:46:11 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 22 23 22 23 22 22 24 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45975 12:46:16 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45980 12:46:21 24Jun2016 24 22 23 23 23 21 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 22 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45985 12:46:26 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45990 12:46:31 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 21 24 22 22 22 22 23 23 22 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
45995 12:46:36 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 23 22 22 23 23 23 23 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46000 12:46:41 24Jun2016 23 22 24 23 23 22 24 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46005 12:46:46 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46010 12:46:51 24Jun2016 23 22 23 23 23 21 24 23 23 22 22 22 24 22 23 22 22 23 23 23 23 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46015 12:46:56 24Jun2016 23 22 23 23 23 22 23 23 23 22 23 22 23 22 22 22 23 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46020 12:47:1 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 22 24 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46025 12:47:6 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46030 12:47:11 24Jun2016 23 22 23 23 23 22 23 23 23 23 22 21 23 22 23 22 22 23 22 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46035 12:47:16 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46040 12:47:21 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 23 22 22 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46045 12:47:26 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46050 12:47:31 24Jun2016 24 23 23 23 23 22 23 23 23 22 22 22 23 22 23 23 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46055 12:47:36 24Jun2016 24 22 24 23 23 22 23 23 23 22 22 22 23 22 23 22 23 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46060 12:47:41 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46065 12:47:46 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 21 24 22 22 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46070 12:47:51 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46075 12:47:56 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46080 12:48:1 24Jun2016 23 22 24 23 23 22 23 23 23 23 22 21 23 22 22 22 23 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46085 12:48:6 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46090 12:48:11 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 21 23 22 23 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46095 12:48:16 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46100 12:48:21 24Jun2016 23 22 24 24 23 22 23 24 23 22 22 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46105 12:48:26 24Jun2016 24 22 24 23 23 22 24 23 23 22 23 22 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46110 12:48:31 24Jun2016 23 22 24 23 23 21 24 23 23 22 22 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46115 12:48:36 24Jun2016 23 22 24 23 23 21 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46120 12:48:41 24Jun2016 23 22 23 23 23 21 23 23 23 22 23 22 23 22 22 22 22 23 23 23 22 21 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46125 12:48:46 24Jun2016 23 22 24 23 23 22 23 23 22 22 22 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46130 12:48:51 24Jun2016 23 22 24 23 23 22 24 23 23 22 22 22 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46135 12:48:56 24Jun2016 23 22 24 23 23 21 23 23 23 22 23 22 23 22 23 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46140 12:49:1 24Jun2016 23 22 23 23 23 22 23 23 22 22 22 21 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46145 12:49:6 24Jun2016 23 22 23 23 23 22 23 23 23 22 22 21 23 22 22 22 22 23 22 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46150 12:49:11 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 22 23 22 22 22 22 23 23 23 21 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46155 12:49:16 24Jun2016 23 22 23 23 23 21 23 23 23 23 23 21 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46160 12:49:21 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 22 23 22 22 22 23 23 22 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46165 12:49:26 24Jun2016 23 22 23 23 23 21 23 23 23 22 22 22 23 22 23 22 22 23 23 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46170 12:49:31 24Jun2016 24 22 24 23 23 22 23 23 23 23 22 21 23 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46175 12:49:36 24Jun2016 23 22 24 23 23 22 24 23 23 22 22 22 24 22 22 22 23 23 23 23 21 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46180 12:49:41 24Jun2016 23 22 23 23 23 22 24 23 23 22 22 22 23 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46185 12:49:46 24Jun2016 24 22 24 23 23 22 23 23 23 23 22 22 24 22 22 22 22 23 22 23 22 22 23 22 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46190 12:49:51 24Jun2016 23 22 23 23 23 21 23 23 23 22 23 22 24 22 23 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
46195 12:49:56 24Jun2016 23 22 24 23 23 22 23 23 23 22 22 22 24 22 22 22 22 23 23 23 22 22 23 23 23 22 23 23 23 22 24 23 23 22 22 22 23 21 22 22 21 23 22 22 21 21 22 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
